Raw Data
Scope 1/1, Sample 1/9 (129)
Method Function,Sample (S1)
1.1990,148,76.1,21.6,0.0070,,
1.2075,149,77.3,21.6,0.0070,,
1.2160,150,78.6,21.6,0.0075,,
1.2235,151,79.9,21.6,0.0070,,
1.2320,152,81.4,21.6,0.0075,,
1.2400,153,83.1,21.6,0.0065,,
1.2485,154,84.2,21.6,0.0070,,
1.2570,155,85.4,21.6,0.0070,,
1.2645,156,86.9,21.6,0.0070,,
1.2730,157,89.9,21.6,0.0075,,
1.2815,158,92.0,21.6,0.0075,,
1.2900,159,94.1,21.6,0.0070,,
1.2985,160,95.6,21.6,0.0070,,
1.3065,161,97.9,21.6,0.0065,,
1.3150,162,100.5,21.6,0.0070,,
1.3225,163,102.8,21.6,0.0070,,
1.3310,164,105.4,21.6,0.0075,,
1.3395,165,108.0,21.6,0.0070,,
1.3480,166,111.3,21.6,0.0070,,
1.3565,167,114.2,21.6,0.0070,,
1.3650,168,117.8,21.6,0.0075,,
1.3725,169,121.8,21.6,0.0070,,
1.3810,170,125.7,21.6,0.0075,,
1.3895,171,129.9,21.6,0.0070,,
1.3975,172,134.5,21.6,0.0065,,
1.4060,173,138.5,21.6,0.0070,,
1.4145,174,143.9,21.6,0.0075,,
1.4220,175,148.2,21.6,0.0070,,
1.4305,176,152.3,21.6,0.0075,,
1.4390,177,156.2,21.6,0.0070,,
1.4475,178,160.5,21.6,0.0070,,
1.4560,179,163.5,21.6,0.0070,,
1.4635,180,166.4,21.6,0.0070,,
1.4720,181,168.9,21.6,0.0075,,
1.4800,182,172.1,21.6,0.0075,,
1.4885,183,175.3,21.6,0.0070,,
1.4970,184,177.6,21.6,0.0070,,
1.5055,185,179.4,21.6,0.0070,,
1.5140,186,181.3,21.6,0.0070,,
1.5210,187,183.0,21.6,0.0065,,
1.5290,188,184.6,21.6,0.0075,,
1.5345,189,185.5,21.6,0.0045,,
1.5355,190,186.2,21.6,0.0010,,
1.5360,191,186.6,21.6,0.0005,,
1.5370,192,186.9,21.6,0.0010,,
1.5380,193,187.2,21.6,0.0010,,
1.5395,194,187.3,21.6,0.0015,,
1.5410,195,187.8,21.6,0.0010,,
1.5425,196,188.5,21.6,0.0010,,
1.5450,197,188.9,21.6,0.0020,,
1.5465,198,189.1,21.6,0.0015,,
1.5475,199,189.6,21.6,0.0010,,
1.5480,200,189.9,21.6,0.0005,,
1.5480,200,190.0,21.6,0.0000,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,189.4,21.9,NaN,,
0.0005,1,190.1,21.9,0.0005,,
0.0020,2,190.2,21.9,0.0015,,
0.0050,3,190.4,21.9,0.0025,,
0.0090,4,190.3,21.9,0.0035,,
0.0150,5,191.1,21.9,0.0050,,
0.0235,6,192.2,21.9,0.0070,,
0.0310,7,193.4,21.8,0.0070,,
0.0395,8,194.5,21.9,0.0075,,
0.0480,9,195.4,21.9,0.0070,,
0.0565,10,196.1,21.9,0.0070,,
0.0650,11,196.9,21.9,0.0070,,
0.0730,12,197.7,21.8,0.0075,,
0.0810,13,198.6,21.9,0.0075,,
0.0890,14,199.8,21.9,0.0075,,
0.0975,15,200.4,21.9,0.0070,,
0.1060,16,201.2,21.9,0.0070,,
0.1145,17,202.1,21.9,0.0070,,
0.1230,18,202.8,21.9,0.0075,,
0.1305,19,203.6,21.9,0.0070,,
0.1390,20,204.6,21.9,0.0075,,
0.1475,21,205.7,21.9,0.0070,,
0.1555,22,206.0,21.9,0.0065,,
0.1640,23,207.1,21.9,0.0070,,
0.1715,24,207.6,21.9,0.0070,,
0.1800,25,208.0,21.9,0.0075,,
0.1885,26,208.6,21.9,0.0075,,
0.1970,27,209.2,21.9,0.0070,,
0.2055,28,209.9,21.9,0.0070,,
0.2140,29,210.8,21.9,0.0070,,
0.2220,30,210.8,21.9,0.0075,,
0.2300,31,211.6,21.9,0.0075,,
0.2380,32,212.1,21.9,0.0075,,
0.2465,33,212.7,21.9,0.0070,,
0.2550,34,213.1,21.9,0.0070,,
0.2635,35,213.7,21.9,0.0070,,
0.2720,36,214.3,21.9,0.0075,,
0.2795,37,215.2,21.9,0.0070,,
0.2880,38,215.8,21.9,0.0075,,
0.2965,39,216.2,21.9,0.0070,,
0.3045,40,216.3,21.9,0.0065,,
0.3130,41,217.2,21.9,0.0070,,
0.3215,42,217.3,21.9,0.0075,,
0.3290,43,218.1,21.9,0.0070,,
0.3375,44,218.4,21.9,0.0075,,
0.3460,45,219.3,21.9,0.0070,,
0.3545,46,220.1,21.9,0.0070,,
0.3630,47,220.4,21.8,0.0070,,
0.3715,48,220.3,21.9,0.0075,,
0.3790,49,221.0,21.9,0.0070,,
0.3875,50,220.6,21.9,0.0075,,
0.3955,51,220.9,21.9,0.0075,,
0.4040,52,221.4,21.9,0.0070,,
0.4125,53,221.7,21.8,0.0070,,
0.4210,54,222.1,21.9,0.0070,,
0.4285,55,222.4,21.8,0.0070,,
0.4370,56,222.8,21.8,0.0075,,
0.4455,57,223.2,21.9,0.0075,,
0.4540,58,223.5,21.9,0.0070,,
0.4620,59,223.9,21.9,0.0065,,
0.4705,60,224.3,21.9,0.0075,,
0.4780,61,224.6,21.9,0.0070,,
0.4865,62,225.1,21.8,0.0075,,
0.4950,63,225.4,21.8,0.0070,,
0.5035,64,225.5,21.8,0.0070,,
0.5120,65,225.9,21.9,0.0070,,
0.5205,66,227.0,21.9,0.0070,,
0.5280,67,227.5,21.8,0.0070,,
0.5360,68,228.0,21.9,0.0075,,
0.5445,69,228.2,21.9,0.0075,,
0.5530,70,228.6,21.8,0.0070,,
0.5615,71,228.8,21.8,0.0070,,
0.5700,72,228.9,21.9,0.0070,,
0.5775,73,229.4,21.8,0.0070,,
0.5860,74,229.8,21.8,0.0075,,
0.5945,75,229.7,21.9,0.0075,,
0.6025,76,230.2,21.8,0.0065,,
0.6110,77,230.5,21.9,0.0070,,
0.6195,78,230.9,21.9,0.0070,,
0.6270,79,231.2,21.8,0.0070,,
0.6355,80,231.4,21.8,0.0075,,
0.6440,81,231.0,21.8,0.0070,,
0.6525,82,231.3,21.8,0.0070,,
0.6610,83,232.0,21.8,0.0070,,
0.6695,84,232.2,21.8,0.0070,,
0.6770,85,232.6,21.9,0.0070,,
0.6855,86,233.0,21.9,0.0075,,
0.6935,87,233.1,21.8,0.0075,,
0.7020,88,233.1,21.9,0.0070,,
0.7105,89,233.4,21.9,0.0070,,
0.7190,90,233.7,21.9,0.0070,,
0.7265,91,233.6,21.8,0.0070,,
0.7350,92,233.3,21.9,0.0075,,
0.7435,93,233.6,21.9,0.0075,,
0.7515,94,233.7,21.9,0.0065,,
0.7600,95,234.4,21.9,0.0070,,
0.7685,96,234.3,21.9,0.0070,,
0.7760,97,234.5,21.9,0.0070,,
0.7845,98,234.8,21.9,0.0075,,
0.7930,99,235.3,21.9,0.0075,,
0.8015,100,235.5,21.9,0.0070,,
0.8100,101,235.3,21.9,0.0070,,
0.8180,102,235.7,21.9,0.0065,,
0.8265,103,236.1,21.9,0.0075,,
0.8340,104,236.7,21.8,0.0070,,
0.8420,105,237.0,21.9,0.0075,,
0.8505,106,237.1,21.9,0.0075,,
0.8590,107,237.3,21.9,0.0070,,
0.8675,108,237.1,21.9,0.0070,,
0.8755,109,237.3,21.9,0.0075,,
0.8835,110,238.1,21.9,0.0075,,
0.8840,111,237.9,21.9,0.0005,,
0.8850,112,237.9,21.9,0.0010,,
0.8870,113,238.0,21.9,0.0015,,
0.8890,114,237.8,21.9,0.0015,,
0.8915,115,238.0,21.9,0.0020,,
0.8950,116,237.8,21.9,0.0030,,
0.9010,117,237.9,21.9,0.0055,,
0.9085,118,237.9,21.9,0.0060,,
0.9155,119,238.1,21.9,0.0060,,
0.9160,120,238.4,21.9,0.0005,,
0.9165,121,238.3,21.9,0.0005,,
0.9175,122,238.3,21.9,0.0010,,
0.9185,123,238.5,21.9,0.0010,,
0.9200,124,238.9,21.9,0.0010,,
0.9215,125,239.2,21.9,0.0010,,
0.9225,126,239.1,21.9,0.0010,,
0.9230,127,238.4,21.9,0.0005,,
0.9240,128,238.6,21.9,0.0010,,
0.9245,129,238.5,21.9,0.0005,,
0.9250,130,238.5,21.9,0.0005,,
0.9260,131,238.7,21.9,0.0010,,
0.9270,132,239.1,21.9,0.0010,,
0.9285,133,238.7,21.9,0.0015,,
0.9290,134,238.9,21.9,0.0005,,
0.9295,135,238.6,21.9,0.0005,,
0.9305,136,238.6,21.9,0.0010,,
0.9315,137,238.9,21.9,0.0010,,
0.9325,138,239.0,21.9,0.0010,,
0.9335,139,238.9,21.9,0.0010,,
0.9335,140,239.1,21.9,0.0000,,
0.9340,141,239.2,21.9,0.0005,,
0.9345,142,239.5,21.9,0.0005,,
0.9360,143,239.4,21.9,0.0010,,
0.9365,144,239.5,21.9,0.0005,,
0.9375,145,239.0,21.9,0.0010,,
0.9385,146,239.1,21.9,0.0010,,
0.9395,147,240.0,21.8,0.0015,,
Scope 1/1, Sample 8/9 (161)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-98.8,21.6,NaN,,
0.0005,1,-102.4,21.6,0.0005,,
0.0020,2,-103.0,21.6,0.0015,,
0.0050,3,-103.1,21.6,0.0025,,
0.0085,4,-103.6,21.6,0.0030,,
0.0150,5,-103.5,21.6,0.0055,,
0.0235,6,-103.2,21.6,0.0070,,
0.0310,7,-102.4,21.6,0.0070,,
0.0395,8,-101.9,21.6,0.0075,,
0.0480,9,-101.5,21.6,0.0075,,
0.0560,10,-101.1,21.6,0.0065,,
0.0645,11,-100.6,21.6,0.0070,,
0.0730,12,-100.0,21.6,0.0070,,
0.0815,13,-100.0,21.6,0.0075,,
0.0890,14,-99.2,21.6,0.0070,,
0.0975,15,-98.4,21.6,0.0075,,
0.1060,16,-97.6,21.6,0.0070,,
0.1145,17,-96.7,21.6,0.0070,,
0.1230,18,-96.1,21.6,0.0070,,
0.1305,19,-95.4,21.6,0.0070,,
0.1390,20,-94.5,21.6,0.0075,,
0.1470,21,-93.6,21.6,0.0075,,
0.1555,22,-92.8,21.6,0.0070,,
0.1640,23,-91.9,21.6,0.0070,,
0.1725,24,-91.1,21.6,0.0070,,
0.1800,25,-90.3,21.6,0.0070,,
0.1885,26,-89.6,21.6,0.0075,,
0.1970,27,-89.0,21.6,0.0075,,
0.2055,28,-88.5,21.6,0.0070,,
0.2135,29,-87.3,21.6,0.0065,,
0.2220,30,-86.4,21.6,0.0070,,
0.2295,31,-85.4,21.6,0.0070,,
0.2380,32,-84.4,21.6,0.0075,,
0.2465,33,-83.0,21.6,0.0070,,
0.2550,34,-81.4,21.6,0.0070,,
0.2635,35,-79.6,21.6,0.0070,,
0.2720,36,-78.8,21.6,0.0075,,
0.2795,37,-77.6,21.6,0.0070,,
0.2880,38,-76.0,21.6,0.0075,,
0.2965,39,-74.4,21.6,0.0070,,
0.3045,40,-73.0,21.6,0.0065,,
0.3130,41,-71.5,21.6,0.0070,,
0.3210,42,-70.1,21.6,0.0075,,
0.3290,43,-68.6,21.6,0.0075,,
0.3375,44,-66.9,21.6,0.0075,,
0.3460,45,-65.0,21.6,0.0070,,
0.3545,46,-63.5,21.6,0.0070,,
0.3630,47,-61.2,21.6,0.0070,,
0.3710,48,-59.9,21.6,0.0075,,
0.3790,49,-57.7,21.6,0.0075,,
0.3870,50,-55.2,21.6,0.0075,,
0.3955,51,-52.3,21.6,0.0070,,
0.4040,52,-49.5,21.6,0.0070,,
0.4125,53,-46.5,21.6,0.0070,,
0.4200,54,-43.6,21.6,0.0070,,
0.4285,55,-40.2,21.6,0.0075,,
0.4370,56,-37.0,21.6,0.0075,,
0.4455,57,-33.1,21.6,0.0070,,
0.4540,58,-28.9,21.6,0.0070,,
0.4620,59,-24.5,21.6,0.0065,,
0.4705,60,-20.5,21.6,0.0075,,
0.4780,61,-16.8,21.6,0.0070,,
0.4865,62,-12.7,21.6,0.0075,,
0.4950,63,-9.2,21.6,0.0070,,
0.5035,64,-6.2,21.6,0.0070,,
0.5120,65,-3.5,21.6,0.0070,,
0.5205,66,-0.9,21.6,0.0075,,
0.5280,67,1.1,21.6,0.0070,,
0.5365,68,3.1,21.6,0.0075,,
0.5445,69,4.8,21.6,0.0065,,
0.5530,70,6.4,21.6,0.0070,,
0.5615,71,8.4,21.6,0.0070,,
0.5700,72,10.5,21.6,0.0070,,
0.5775,73,12.2,21.6,0.0070,,
0.5860,74,13.4,21.6,0.0075,,
0.5945,75,14.9,21.6,0.0070,,
0.6030,76,16.1,21.6,0.0070,,
0.6110,77,17.2,21.6,0.0065,,
0.6195,78,18.4,21.6,0.0070,,
0.6270,79,19.7,21.6,0.0070,,
0.6355,80,20.8,21.6,0.0075,,
0.6440,81,21.5,21.6,0.0075,,
0.6525,82,22.3,21.6,0.0070,,
0.6610,83,23.2,21.6,0.0070,,
0.6690,84,24.3,21.6,0.0065,,
0.6770,85,25.2,21.6,0.0075,,
0.6850,86,26.0,21.6,0.0075,,
0.6935,87,27.2,21.6,0.0075,,
0.7020,88,28.2,21.6,0.0070,,
0.7105,89,29.2,21.6,0.0070,,
0.7190,90,30.3,21.6,0.0070,,
0.7265,91,31.3,21.6,0.0070,,
0.7350,92,32.1,21.6,0.0075,,
0.7435,93,33.2,21.6,0.0075,,
0.7520,94,34.6,21.6,0.0070,,
0.7600,95,35.9,21.6,0.0065,,
0.7685,96,37.1,21.6,0.0070,,
0.7760,97,37.4,21.6,0.0070,,
0.7845,98,38.2,21.6,0.0075,,
0.7930,99,39.2,21.6,0.0075,,
0.8015,100,40.0,21.6,0.0070,,
0.8100,101,41.0,21.6,0.0070,,
0.8185,102,42.2,21.6,0.0070,,
0.8260,103,43.1,21.6,0.0070,,
0.8345,104,44.2,21.6,0.0075,,
0.8425,105,45.0,21.6,0.0065,,
0.8510,106,45.7,21.6,0.0070,,
0.8595,107,46.5,21.6,0.0070,,
0.8680,108,47.3,21.6,0.0070,,
0.8755,109,47.8,21.6,0.0070,,
0.8840,110,48.8,21.6,0.0075,,
0.8925,111,50.3,21.6,0.0075,,
0.9010,112,51.5,21.6,0.0070,,
0.9095,113,52.7,21.6,0.0070,,
0.9175,114,53.5,21.6,0.0065,,
0.9255,115,54.5,21.6,0.0075,,
0.9335,116,55.5,21.6,0.0075,,
0.9420,117,56.6,21.6,0.0070,,
0.9505,118,57.6,21.6,0.0070,,
0.9590,119,58.5,21.6,0.0070,,
0.9675,120,59.5,21.6,0.0075,,
0.9750,121,60.6,21.6,0.0070,,
0.9835,122,61.3,21.6,0.0075,,
0.9920,123,61.8,21.6,0.0070,,
1.0000,124,63.0,21.6,0.0065,,
1.0085,125,64.1,21.6,0.0070,,
1.0170,126,65.4,21.6,0.0070,,
1.0245,127,66.1,21.6,0.0070,,
1.0330,128,67.2,21.6,0.0075,,
1.0415,129,68.3,21.6,0.0070,,
1.0500,130,69.7,21.6,0.0070,,
1.0585,131,71.0,21.6,0.0070,,
1.0665,132,71.9,21.6,0.0065,,
1.0745,133,73.2,21.6,0.0075,,
1.0825,134,74.4,21.6,0.0075,,
1.0910,135,75.7,21.6,0.0070,,
1.0995,136,77.8,21.6,0.0070,,
1.1080,137,79.4,21.6,0.0070,,
1.1165,138,80.6,21.6,0.0075,,
1.1240,139,82.3,21.6,0.0070,,
1.1325,140,84.0,21.6,0.0075,,
1.1410,141,86.3,21.6,0.0075,,
1.1490,142,87.8,21.6,0.0065,,
1.1575,143,90.3,21.6,0.0070,,
1.1660,144,92.0,21.6,0.0070,,
1.1735,145,94.5,21.6,0.0070,,
1.1820,146,96.5,21.6,0.0075,,
1.1905,147,98.6,21.6,0.0070,,
1.1990,148,101.4,21.6,0.0070,,
1.2075,149,103.9,21.6,0.0070,,
1.2160,150,106.9,21.6,0.0070,,
1.2235,151,111.0,21.6,0.0070,,
1.2315,152,114.8,21.6,0.0075,,
1.2400,153,118.8,21.6,0.0075,,
1.2485,154,122.8,21.6,0.0070,,
1.2570,155,126.5,21.6,0.0070,,
1.2655,156,130.8,21.6,0.0075,,
1.2730,157,136.2,21.6,0.0070,,
1.2815,158,140.7,21.6,0.0075,,
1.2900,159,146.1,21.6,0.0070,,
1.2985,160,151.0,21.6,0.0070,,
1.3065,161,155.1,21.6,0.0065,,
1.3150,162,158.7,21.6,0.0075,,
1.3225,163,162.0,21.6,0.0070,,
1.3310,164,165.6,21.6,0.0075,,
1.3395,165,168.6,21.6,0.0070,,
1.3480,166,171.5,21.6,0.0070,,
1.3565,167,174.1,21.6,0.0070,,
1.3650,168,176.6,21.6,0.0070,,
1.3725,169,178.9,21.6,0.0070,,
1.3810,170,180.1,21.6,0.0075,,
1.3890,171,181.8,21.6,0.0065,,
1.3975,172,183.6,21.6,0.0070,,
1.4035,173,185.1,21.6,0.0050,,
1.4050,174,186.0,21.6,0.0015,,
1.4055,175,186.6,21.6,0.0005,,
1.4060,176,187.1,21.6,0.0005,,
1.4070,177,187.2,21.6,0.0010,,
1.4080,178,187.5,21.6,0.0010,,
1.4090,179,187.8,21.6,0.0010,,
1.4100,180,187.9,21.6,0.0010,,
1.4110,181,188.8,21.6,0.0010,,
1.4115,182,189.0,21.6,0.0005,,
1.4120,183,189.2,21.6,0.0005,,
1.4125,184,189.3,21.6,0.0005,,
1.4135,185,189.1,21.6,0.0010,,
1.4155,186,189.1,21.6,0.0015,,
1.4165,187,189.5,21.6,0.0010,,
1.4175,188,189.3,21.6,0.0010,,
1.4185,189,190.0,21.6,0.0015,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,189.7,21.9,NaN,,
0.0005,1,189.7,21.9,0.0005,,
0.0020,2,189.6,21.9,0.0015,,
0.0050,3,189.6,21.9,0.0025,,
0.0085,4,190.1,21.9,0.0030,,
0.0150,5,190.4,21.9,0.0055,,
0.0235,6,191.5,21.9,0.0070,,
0.0310,7,192.7,21.9,0.0070,,
0.0395,8,193.6,21.9,0.0075,,
0.0480,9,194.8,21.9,0.0075,,
0.0560,10,196.1,21.9,0.0065,,
0.0645,11,197.8,21.9,0.0070,,
0.0730,12,199.1,21.9,0.0070,,
0.0815,13,200.1,21.9,0.0070,,
0.0890,14,200.8,21.9,0.0070,,
0.0975,15,201.7,21.9,0.0075,,
0.1060,16,202.5,21.9,0.0075,,
0.1145,17,203.4,21.9,0.0070,,
0.1225,18,204.2,21.9,0.0065,,
0.1310,19,204.8,21.9,0.0070,,
0.1385,20,205.2,21.9,0.0070,,
0.1470,21,206.5,21.9,0.0075,,
0.1555,22,207.3,21.9,0.0075,,
0.1640,23,207.7,21.9,0.0070,,
0.1725,24,208.6,21.9,0.0070,,
0.1810,25,209.3,21.9,0.0070,,
0.1885,26,209.6,21.9,0.0070,,
0.1970,27,210.4,21.9,0.0075,,
0.2050,28,211.2,21.9,0.0065,,
0.2135,29,211.7,21.9,0.0070,,
0.2220,30,212.4,21.9,0.0070,,
0.2305,31,213.0,21.9,0.0070,,
0.2380,32,213.5,21.9,0.0070,,
0.2465,33,214.0,21.9,0.0075,,
0.2550,34,214.5,21.9,0.0070,,
0.2635,35,215.2,21.9,0.0070,,
0.2715,36,215.5,21.9,0.0065,,
0.2800,37,216.0,21.9,0.0070,,
0.2875,38,216.3,21.9,0.0070,,
0.2960,39,216.7,21.9,0.0075,,
0.3045,40,217.4,21.9,0.0075,,
0.3130,41,218.0,21.9,0.0070,,
0.3215,42,218.6,21.9,0.0070,,
0.3300,43,218.8,21.9,0.0075,,
0.3375,44,219.0,21.9,0.0070,,
0.3460,45,218.7,21.9,0.0075,,
0.3540,46,219.0,21.9,0.0075,,
0.3625,47,219.5,21.9,0.0070,,
0.3710,48,220.1,21.9,0.0070,,
0.3795,49,220.5,21.9,0.0070,,
0.3870,50,220.7,21.9,0.0070,,
0.3955,51,221.3,21.9,0.0075,,
0.4040,52,221.5,21.9,0.0075,,
0.4125,53,222.0,21.9,0.0070,,
0.4210,54,222.3,21.9,0.0070,,
0.4290,55,222.6,21.9,0.0065,,
0.4365,56,224.0,21.9,0.0070,,
0.4450,57,224.3,21.9,0.0075,,
0.4535,58,224.6,21.9,0.0075,,
0.4620,59,224.9,21.9,0.0070,,
0.4705,60,225.5,21.9,0.0070,,
0.4790,61,225.7,21.9,0.0070,,
0.4865,62,226.3,21.9,0.0070,,
0.4950,63,226.6,21.9,0.0075,,
0.5030,64,226.9,21.9,0.0075,,
0.5115,65,227.1,21.9,0.0070,,
0.5200,66,227.1,21.9,0.0070,,
0.5285,67,227.3,21.9,0.0070,,
0.5360,68,227.7,21.9,0.0070,,
0.5445,69,228.5,21.9,0.0075,,
0.5530,70,228.7,21.9,0.0075,,
0.5615,71,228.6,21.9,0.0070,,
0.5695,72,228.6,21.9,0.0065,,
0.5780,73,229.1,21.9,0.0070,,
0.5865,74,229.5,21.9,0.0075,,
0.5940,75,229.9,21.9,0.0070,,
0.6025,76,230.4,21.9,0.0075,,
0.6110,77,230.8,21.9,0.0070,,
0.6195,78,230.6,21.9,0.0070,,
0.6280,79,231.3,21.9,0.0070,,
0.6355,80,231.7,21.9,0.0070,,
0.6440,81,231.8,21.9,0.0075,,
0.6525,82,231.8,21.9,0.0075,,
0.6605,83,232.1,21.9,0.0065,,
0.6690,84,232.6,21.9,0.0070,,
0.6775,85,232.8,21.9,0.0070,,
0.6850,86,233.1,21.9,0.0070,,
0.6935,87,233.3,21.9,0.0075,,
0.7020,88,233.7,21.9,0.0075,,
0.7105,89,233.8,21.9,0.0070,,
0.7190,90,234.1,21.9,0.0070,,
0.7270,91,234.5,21.9,0.0065,,
0.7355,92,234.6,21.9,0.0075,,
0.7430,93,234.9,21.9,0.0070,,
0.7515,94,234.9,21.9,0.0075,,
0.7600,95,234.8,21.9,0.0070,,
0.7685,96,235.3,21.9,0.0070,,
0.7770,97,235.8,21.9,0.0070,,
0.7845,98,235.6,21.9,0.0070,,
0.7930,99,235.8,21.9,0.0075,,
0.8015,100,235.5,21.9,0.0075,,
0.8095,101,235.5,21.9,0.0065,,
0.8180,102,235.9,21.9,0.0070,,
0.8265,103,236.5,21.9,0.0070,,
0.8340,104,236.2,21.9,0.0070,,
0.8420,105,236.4,21.9,0.0075,,
0.8500,106,236.7,21.9,0.0075,,
0.8580,107,236.8,21.9,0.0065,,
0.8650,108,237.0,21.9,0.0060,,
0.8730,109,237.3,21.9,0.0065,,
0.8805,110,237.6,21.9,0.0070,,
0.8890,111,238.2,21.9,0.0075,,
0.8970,112,238.4,21.9,0.0075,,
0.9045,113,238.6,21.9,0.0065,,
0.9105,114,239.2,21.9,0.0050,,
0.9135,115,239.4,21.9,0.0025,,
0.9145,116,239.1,21.9,0.0010,,
0.9155,117,239.1,21.9,0.0010,,
0.9160,118,239.4,21.9,0.0005,,
0.9165,119,239.3,21.9,0.0005,,
0.9175,120,239.5,21.9,0.0010,,
0.9180,121,239.1,21.9,0.0005,,
0.9190,122,238.7,21.9,0.0010,,
0.9195,123,238.7,21.9,0.0005,,
0.9195,124,238.8,21.9,0.0000,,
0.9200,125,238.9,21.9,0.0005,,
0.9205,126,238.7,21.9,0.0005,,
0.9215,127,238.7,21.9,0.0010,,
0.9225,128,238.6,21.9,0.0010,,
0.9225,129,238.6,21.9,0.0000,,
0.9235,130,238.7,21.9,0.0010,,
0.9245,131,238.8,21.9,0.0010,,
0.9250,132,238.7,21.9,0.0005,,
0.9260,133,238.8,21.9,0.0010,,
0.9270,134,239.4,21.9,0.0010,,
0.9275,135,238.8,21.9,0.0005,,
0.9285,136,238.7,21.9,0.0010,,
0.9290,137,238.8,21.9,0.0005,,
0.9300,138,238.8,21.9,0.0010,,
0.9310,139,239.5,21.9,0.0010,,
0.9320,140,240.5,21.9,0.0010,,
Scope 1/1, Sample 9/9 (163)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-95.7,21.6,NaN,,
0.0005,1,-100.4,21.6,0.0005,,
0.0020,2,-100.6,21.5,0.0015,,
0.0050,3,-101.0,21.5,0.0025,,
0.0085,4,-100.9,21.5,0.0030,,
0.0150,5,-101.3,21.5,0.0055,,
0.0235,6,-101.2,21.5,0.0070,,
0.0310,7,-100.8,21.5,0.0070,,
0.0395,8,-100.4,21.5,0.0075,,
0.0480,9,-100.2,21.5,0.0075,,
0.0565,10,-99.7,21.5,0.0070,,
0.0645,11,-98.9,21.5,0.0065,,
0.0730,12,-97.9,21.5,0.0070,,
0.0805,13,-97.7,21.5,0.0070,,
0.0890,14,-97.4,21.5,0.0075,,
0.0975,15,-96.3,21.5,0.0075,,
0.1060,16,-95.5,21.5,0.0070,,
0.1145,17,-94.8,21.5,0.0070,,
0.1230,18,-93.6,21.5,0.0070,,
0.1305,19,-92.9,21.5,0.0070,,
0.1390,20,-92.0,21.5,0.0075,,
0.1475,21,-91.3,21.5,0.0070,,
0.1555,22,-90.7,21.5,0.0065,,
0.1640,23,-89.8,21.5,0.0070,,
0.1725,24,-88.7,21.5,0.0070,,
0.1800,25,-88.0,21.5,0.0070,,
0.1885,26,-87.4,21.5,0.0075,,
0.1970,27,-86.7,21.5,0.0070,,
0.2055,28,-85.9,21.5,0.0070,,
0.2140,29,-84.9,21.5,0.0070,,
0.2220,30,-83.6,21.5,0.0075,,
0.2300,31,-82.9,21.5,0.0075,,
0.2380,32,-81.8,21.5,0.0075,,
0.2465,33,-80.5,21.5,0.0070,,
0.2550,34,-79.5,21.5,0.0070,,
0.2635,35,-78.4,21.5,0.0070,,
0.2720,36,-77.1,21.5,0.0075,,
0.2795,37,-75.8,21.5,0.0070,,
0.2880,38,-73.7,21.5,0.0075,,
0.2965,39,-72.0,21.5,0.0070,,
0.3045,40,-71.0,21.5,0.0065,,
0.3130,41,-69.7,21.5,0.0070,,
0.3215,42,-68.1,21.5,0.0075,,
0.3290,43,-66.2,21.5,0.0070,,
0.3375,44,-65.0,21.5,0.0075,,
0.3460,45,-63.0,21.5,0.0070,,
0.3545,46,-61.0,21.5,0.0070,,
0.3630,47,-59.0,21.5,0.0070,,
0.3710,48,-56.5,21.5,0.0075,,
0.3790,49,-54.4,21.5,0.0075,,
0.3875,50,-52.1,21.5,0.0075,,
0.3955,51,-49.3,21.5,0.0065,,
0.4040,52,-46.8,21.5,0.0070,,
0.4125,53,-44.1,21.5,0.0070,,
0.4210,54,-41.1,21.5,0.0075,,
0.4285,55,-37.6,21.5,0.0070,,
0.4370,56,-33.5,21.5,0.0075,,
0.4455,57,-29.4,21.6,0.0070,,
0.4540,58,-24.8,21.6,0.0070,,
0.4620,59,-20.4,21.5,0.0065,,
0.4705,60,-15.9,21.5,0.0075,,
0.4780,61,-11.7,21.5,0.0070,,
0.4865,62,-8.7,21.5,0.0075,,
0.4950,63,-5.9,21.6,0.0070,,
0.5035,64,-3.5,21.6,0.0070,,
0.5120,65,-0.6,21.6,0.0070,,
0.5195,66,0.8,21.6,0.0070,,
0.5280,67,3.4,21.6,0.0075,,
0.5365,68,5.6,21.6,0.0075,,
0.5450,69,7.4,21.6,0.0070,,
0.5530,70,9.1,21.5,0.0065,,
0.5615,71,10.2,21.6,0.0070,,
0.5690,72,11.1,21.6,0.0070,,
0.5775,73,12.3,21.6,0.0075,,
0.5860,74,13.5,21.6,0.0075,,
0.5945,75,14.9,21.6,0.0070,,
0.6030,76,16.4,21.6,0.0070,,
0.6115,77,17.6,21.6,0.0070,,
0.6190,78,18.4,21.6,0.0070,,
0.6275,79,19.9,21.6,0.0075,,
0.6355,80,21.1,21.6,0.0065,,
0.6440,81,22.0,21.6,0.0070,,
0.6525,82,23.0,21.6,0.0070,,
0.6610,83,24.1,21.6,0.0070,,
0.6685,84,24.8,21.6,0.0070,,
0.6770,85,25.6,21.6,0.0075,,
