Raw Data
Scope 1/1, Sample 1/9 (165)
Method Function,Sample (S1)
1.1900,147,77.4,21.4,0.0065,,
1.1985,148,78.5,21.4,0.0070,,
1.2070,149,79.9,21.4,0.0075,,
1.2145,150,81.6,21.4,0.0070,,
1.2230,151,82.9,21.4,0.0075,,
1.2315,152,84.5,21.4,0.0070,,
1.2400,153,86.1,21.4,0.0070,,
1.2485,154,87.9,21.4,0.0070,,
1.2565,155,89.6,21.4,0.0075,,
1.2645,156,91.5,21.4,0.0075,,
1.2725,157,93.6,21.4,0.0075,,
1.2810,158,95.4,21.4,0.0070,,
1.2895,159,97.2,21.4,0.0070,,
1.2980,160,99.7,21.4,0.0070,,
1.3065,161,102.1,21.4,0.0070,,
1.3140,162,104.3,21.4,0.0070,,
1.3225,163,106.4,21.4,0.0075,,
1.3310,164,109.5,21.4,0.0070,,
1.3390,165,113.0,21.4,0.0065,,
1.3475,166,116.6,21.4,0.0070,,
1.3560,167,120.9,21.4,0.0070,,
1.3635,168,124.8,21.4,0.0070,,
1.3720,169,128.8,21.4,0.0075,,
1.3805,170,132.8,21.4,0.0075,,
1.3890,171,137.6,21.4,0.0070,,
1.3975,172,142.5,21.4,0.0070,,
1.4055,173,146.6,21.4,0.0065,,
1.4130,174,151.0,21.4,0.0070,,
1.4215,175,155.3,21.4,0.0075,,
1.4300,176,159.1,21.4,0.0075,,
1.4385,177,162.4,21.4,0.0070,,
1.4470,178,165.5,21.4,0.0070,,
1.4555,179,168.4,21.4,0.0070,,
1.4630,180,170.8,21.4,0.0070,,
1.4715,181,173.5,21.4,0.0075,,
1.4800,182,175.8,21.4,0.0075,,
1.4880,183,178.0,21.4,0.0065,,
1.4965,184,180.6,21.4,0.0070,,
1.5050,185,182.6,21.4,0.0070,,
1.5125,186,184.0,21.4,0.0070,,
1.5205,187,185.8,21.4,0.0075,,
1.5245,188,187.1,21.4,0.0035,,
1.5255,189,187.7,21.4,0.0010,,
1.5260,190,187.9,21.4,0.0005,,
1.5270,191,188.0,21.4,0.0010,,
1.5280,192,188.3,21.4,0.0010,,
1.5295,193,188.0,21.4,0.0015,,
1.5315,194,188.3,21.4,0.0015,,
1.5315,195,188.4,21.4,0.0000,,
1.5340,196,188.8,21.4,0.0020,,
1.5345,197,188.8,21.4,0.0005,,
1.5350,198,188.9,21.4,0.0005,,
1.5355,198,190.1,21.4,0.0010,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,189.9,21.8,NaN,,
0.0005,1,189.8,21.8,0.0005,,
0.0020,2,189.4,21.8,0.0015,,
0.0050,3,190.0,21.8,0.0025,,
0.0085,4,190.5,21.8,0.0030,,
0.0150,5,191.3,21.8,0.0055,,
0.0235,6,191.8,21.8,0.0070,,
0.0310,7,193.1,21.8,0.0070,,
0.0395,8,194.5,21.8,0.0075,,
0.0480,9,195.6,21.8,0.0075,,
0.0565,10,196.5,21.8,0.0070,,
0.0645,11,197.7,21.8,0.0065,,
0.0730,12,198.8,21.8,0.0070,,
0.0805,13,199.8,21.8,0.0070,,
0.0890,14,200.5,21.8,0.0075,,
0.0975,15,201.4,21.8,0.0075,,
0.1060,16,202.0,21.8,0.0070,,
0.1145,17,203.3,21.8,0.0070,,
0.1230,18,204.2,21.8,0.0070,,
0.1305,19,204.8,21.8,0.0070,,
0.1390,20,205.7,21.8,0.0075,,
0.1470,21,206.4,21.8,0.0075,,
0.1555,22,207.3,21.8,0.0070,,
0.1640,23,207.9,21.8,0.0070,,
0.1725,24,208.3,21.8,0.0070,,
0.1800,25,208.3,21.8,0.0070,,
0.1885,26,209.0,21.8,0.0075,,
0.1970,27,209.4,21.8,0.0075,,
0.2055,28,209.9,21.8,0.0070,,
0.2135,29,210.5,21.8,0.0065,,
0.2220,30,211.1,21.8,0.0070,,
0.2305,31,211.7,21.8,0.0075,,
0.2380,32,212.3,21.8,0.0070,,
0.2465,33,213.2,21.8,0.0075,,
0.2550,34,213.7,21.8,0.0070,,
0.2635,35,214.0,21.8,0.0070,,
0.2720,36,214.4,21.8,0.0070,,
0.2795,37,214.9,21.8,0.0070,,
0.2880,38,215.5,21.8,0.0075,,
0.2960,39,215.9,21.8,0.0075,,
0.3045,40,216.3,21.8,0.0070,,
0.3130,41,216.8,21.8,0.0070,,
0.3215,42,217.5,21.8,0.0070,,
0.3290,43,217.7,21.8,0.0070,,
0.3375,44,218.2,21.8,0.0075,,
0.3460,45,218.7,21.8,0.0075,,
0.3545,46,219.1,21.8,0.0070,,
0.3625,47,219.5,21.8,0.0065,,
0.3710,48,220.0,21.8,0.0070,,
0.3785,49,220.2,21.8,0.0070,,
0.3870,50,220.6,21.8,0.0075,,
0.3955,51,221.0,21.8,0.0075,,
0.4040,52,221.6,21.8,0.0070,,
0.4125,53,222.2,21.8,0.0070,,
0.4210,54,222.5,21.8,0.0070,,
0.4290,55,223.2,21.8,0.0075,,
0.4370,56,223.0,21.8,0.0075,,
0.4450,57,223.4,21.8,0.0075,,
0.4535,58,224.0,21.8,0.0070,,
0.4620,59,224.5,21.8,0.0070,,
0.4705,60,224.6,21.8,0.0070,,
0.4780,61,224.7,21.8,0.0070,,
0.4865,62,224.9,21.8,0.0075,,
0.4950,63,225.4,21.8,0.0075,,
0.5035,64,225.8,21.8,0.0070,,
0.5115,65,226.0,21.8,0.0065,,
0.5200,66,226.6,21.8,0.0070,,
0.5280,67,226.7,21.8,0.0075,,
0.5360,68,227.3,21.8,0.0075,,
0.5445,69,227.3,21.8,0.0075,,
0.5530,70,227.6,21.8,0.0070,,
0.5615,71,228.1,21.8,0.0070,,
0.5700,72,229.1,21.8,0.0070,,
0.5780,73,229.5,21.8,0.0075,,
0.5860,74,229.7,21.8,0.0075,,
0.5940,75,229.9,21.8,0.0075,,
0.6025,76,229.7,21.8,0.0070,,
0.6110,77,230.0,21.8,0.0070,,
0.6195,78,230.2,21.8,0.0070,,
0.6270,79,230.5,21.8,0.0070,,
0.6355,80,231.0,21.8,0.0075,,
0.6440,81,231.1,21.8,0.0075,,
0.6525,82,231.3,21.8,0.0070,,
0.6610,83,231.4,21.8,0.0070,,
0.6690,84,231.8,21.8,0.0065,,
0.6770,85,232.3,21.8,0.0075,,
0.6850,86,233.1,21.8,0.0075,,
0.6935,87,233.4,21.8,0.0075,,
0.7020,88,233.5,21.8,0.0070,,
0.7105,89,233.8,21.8,0.0070,,
0.7190,90,234.0,21.8,0.0070,,
0.7275,91,234.1,21.8,0.0075,,
0.7350,92,234.6,21.8,0.0070,,
0.7435,93,234.9,21.8,0.0075,,
0.7515,94,235.1,21.8,0.0065,,
0.7600,95,235.2,21.8,0.0070,,
0.7685,96,234.7,21.8,0.0070,,
0.7770,97,234.8,21.8,0.0070,,
0.7845,98,234.9,21.8,0.0070,,
0.7930,99,235.1,21.8,0.0075,,
0.8015,100,235.3,21.8,0.0075,,
0.8095,101,235.5,21.8,0.0065,,
0.8180,102,235.8,21.8,0.0070,,
0.8265,103,236.4,21.8,0.0070,,
0.8340,104,236.1,21.8,0.0070,,
0.8425,105,236.4,21.8,0.0075,,
0.8500,106,236.7,21.8,0.0070,,
0.8585,107,237.2,21.8,0.0070,,
0.8670,108,237.8,21.8,0.0070,,
0.8755,109,238.3,21.8,0.0070,,
0.8830,110,238.1,21.8,0.0070,,
0.8880,111,238.3,21.8,0.0045,,
0.8890,112,238.4,21.8,0.0010,,
0.8900,113,237.9,21.8,0.0010,,
0.8905,114,238.0,21.8,0.0005,,
0.8915,115,238.0,21.8,0.0010,,
0.8925,116,238.0,21.8,0.0010,,
0.8925,117,237.9,21.8,0.0000,,
0.8945,118,238.2,21.8,0.0020,,
0.8955,119,238.4,21.8,0.0010,,
0.8980,120,238.7,21.8,0.0020,,
0.9020,121,238.6,21.8,0.0035,,
0.9045,122,238.5,21.8,0.0025,,
0.9050,123,238.3,21.8,0.0005,,
0.9060,124,238.3,21.8,0.0010,,
0.9065,125,238.2,21.8,0.0005,,
0.9070,126,238.3,21.8,0.0005,,
0.9080,127,238.4,21.8,0.0010,,
0.9085,128,238.4,21.8,0.0005,,
0.9100,129,238.5,21.8,0.0015,,
0.9120,130,238.5,21.8,0.0020,,
0.9140,131,239.0,21.8,0.0015,,
0.9145,132,239.0,21.8,0.0005,,
0.9155,133,238.9,21.8,0.0010,,
0.9165,134,238.7,21.8,0.0010,,
0.9170,135,239.2,21.8,0.0005,,
0.9185,136,239.2,21.8,0.0015,,
0.9195,137,239.3,21.8,0.0010,,
0.9200,138,239.1,21.8,0.0005,,
0.9210,139,239.5,21.8,0.0010,,
0.9220,140,239.2,21.8,0.0010,,
0.9230,141,239.4,21.8,0.0010,,
0.9240,142,239.5,21.8,0.0010,,
0.9245,143,239.8,21.8,0.0005,,
0.9255,144,239.8,21.8,0.0010,,
0.9265,145,239.7,21.8,0.0010,,
0.9275,146,239.7,21.8,0.0010,,
0.9285,147,239.3,21.8,0.0010,,
0.9295,148,239.2,21.8,0.0010,,
0.9305,149,239.1,21.8,0.0010,,
0.9315,150,239.3,21.8,0.0010,,
0.9315,151,239.2,21.8,0.0000,,
0.9325,152,238.8,21.8,0.0010,,
0.9330,153,238.8,21.8,0.0005,,
0.9335,154,239.3,21.8,0.0005,,
0.9345,155,238.8,21.8,0.0010,,
0.9350,156,240.0,21.8,0.0005,,
Scope 1/1, Sample 8/9 (213)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-97.1,21.5,NaN,,
0.0005,1,-100.4,21.5,0.0005,,
0.0020,2,-100.6,21.4,0.0010,,
0.0050,3,-100.9,21.4,0.0025,,
0.0085,4,-100.9,21.4,0.0030,,
0.0150,5,-101.2,21.4,0.0055,,
0.0235,6,-101.0,21.4,0.0070,,
0.0310,7,-100.6,21.4,0.0070,,
0.0395,8,-100.2,21.4,0.0075,,
0.0480,9,-99.9,21.4,0.0075,,
0.0560,10,-99.6,21.4,0.0065,,
0.0645,11,-99.2,21.4,0.0070,,
0.0730,12,-98.9,21.4,0.0070,,
0.0805,13,-98.5,21.4,0.0070,,
0.0890,14,-97.8,21.4,0.0075,,
0.0975,15,-96.9,21.4,0.0075,,
0.1060,16,-96.6,21.4,0.0070,,
0.1145,17,-95.7,21.4,0.0070,,
0.1225,18,-95.0,21.4,0.0065,,
0.1305,19,-94.6,21.4,0.0075,,
0.1385,20,-93.5,21.4,0.0075,,
0.1470,21,-92.6,21.4,0.0075,,
0.1555,22,-91.7,21.4,0.0070,,
0.1640,23,-91.0,21.4,0.0070,,
0.1725,24,-90.3,21.4,0.0070,,
0.1810,25,-90.2,21.4,0.0075,,
0.1885,26,-89.0,21.4,0.0070,,
0.1970,27,-88.4,21.4,0.0075,,
0.2050,28,-87.5,21.4,0.0065,,
0.2135,29,-86.7,21.4,0.0070,,
0.2220,30,-85.3,21.4,0.0070,,
0.2305,31,-84.4,21.4,0.0070,,
0.2380,32,-83.7,21.4,0.0070,,
0.2465,33,-82.6,21.4,0.0075,,
0.2550,34,-81.9,21.4,0.0070,,
0.2635,35,-80.8,21.4,0.0070,,
0.2715,36,-79.5,21.4,0.0065,,
0.2800,37,-78.5,21.4,0.0070,,
0.2875,38,-77.4,21.4,0.0070,,
0.2960,39,-76.1,21.4,0.0075,,
0.3045,40,-74.5,21.4,0.0070,,
0.3130,41,-72.8,21.4,0.0070,,
0.3215,42,-71.2,21.4,0.0070,,
0.3300,43,-69.5,21.4,0.0070,,
0.3375,44,-68.0,21.4,0.0070,,
0.3460,45,-66.3,21.4,0.0075,,
0.3545,46,-64.6,21.4,0.0070,,
0.3625,47,-62.8,21.4,0.0065,,
0.3710,48,-61.2,21.4,0.0070,,
0.3785,49,-59.8,21.4,0.0070,,
0.3870,50,-57.5,21.4,0.0075,,
0.3955,51,-55.3,21.4,0.0075,,
0.4040,52,-53.1,21.4,0.0070,,
0.4125,53,-50.8,21.4,0.0070,,
0.4210,54,-48.5,21.4,0.0070,,
0.4290,55,-45.9,21.4,0.0075,,
0.4370,56,-43.3,21.5,0.0075,,
0.4450,57,-40.6,21.5,0.0075,,
0.4535,58,-37.0,21.5,0.0070,,
0.4620,59,-33.1,21.5,0.0070,,
0.4705,60,-29.2,21.5,0.0070,,
0.4790,61,-25.4,21.5,0.0075,,
0.4865,62,-21.0,21.5,0.0070,,
0.4950,63,-16.8,21.5,0.0075,,
0.5035,64,-12.8,21.5,0.0070,,
0.5115,65,-9.4,21.5,0.0065,,
0.5200,66,-6.6,21.5,0.0070,,
0.5285,67,-3.6,21.5,0.0075,,
0.5360,68,-0.7,21.5,0.0070,,
0.5445,69,1.6,21.5,0.0075,,
0.5530,70,3.1,21.5,0.0070,,
0.5615,71,4.5,21.5,0.0070,,
0.5700,72,6.2,21.5,0.0070,,
0.5780,73,7.6,21.5,0.0075,,
0.5860,74,8.5,21.5,0.0075,,
0.5945,75,9.8,21.5,0.0075,,
0.6025,76,11.4,21.5,0.0065,,
0.6110,77,12.9,21.5,0.0070,,
0.6195,78,14.5,21.5,0.0070,,
0.6270,79,15.5,21.5,0.0070,,
0.6355,80,16.8,21.5,0.0075,,
0.6440,81,18.1,21.5,0.0075,,
0.6525,82,19.1,21.5,0.0070,,
0.6610,83,19.9,21.5,0.0070,,
0.6690,84,20.6,21.5,0.0065,,
0.6770,85,21.3,21.5,0.0075,,
0.6850,86,22.6,21.5,0.0075,,
0.6935,87,23.6,21.5,0.0075,,
0.7020,88,24.3,21.5,0.0070,,
0.7105,89,25.6,21.5,0.0070,,
0.7190,90,26.7,21.5,0.0070,,
0.7265,91,27.7,21.5,0.0070,,
0.7350,92,28.7,21.5,0.0075,,
0.7435,93,29.6,21.5,0.0075,,
0.7520,94,30.6,21.5,0.0070,,
0.7600,95,31.5,21.5,0.0065,,
0.7685,96,32.4,21.5,0.0070,,
0.7760,97,33.3,21.5,0.0070,,
0.7845,98,34.1,21.5,0.0075,,
0.7930,99,34.7,21.5,0.0070,,
0.8015,100,35.5,21.5,0.0070,,
0.8100,101,36.2,21.5,0.0070,,
0.8185,102,37.4,21.5,0.0070,,
0.8260,103,38.0,21.5,0.0070,,
0.8345,104,38.9,21.5,0.0075,,
0.8425,105,39.7,21.5,0.0065,,
0.8510,106,40.7,21.5,0.0070,,
0.8595,107,41.4,21.5,0.0070,,
0.8680,108,42.2,21.5,0.0070,,
0.8755,109,42.7,21.5,0.0070,,
0.8840,110,43.0,21.5,0.0075,,
0.8925,111,43.9,21.5,0.0075,,
0.9010,112,44.8,21.5,0.0070,,
0.9090,113,46.2,21.5,0.0065,,
0.9175,114,47.2,21.5,0.0070,,
0.9250,115,48.0,21.5,0.0070,,
0.9335,116,48.7,21.5,0.0075,,
0.9420,117,49.2,21.5,0.0070,,
0.9505,118,50.4,21.5,0.0070,,
0.9590,119,51.3,21.5,0.0070,,
0.9675,120,52.1,21.5,0.0070,,
0.9750,121,53.0,21.5,0.0070,,
0.9835,122,53.6,21.5,0.0075,,
0.9915,123,54.6,21.5,0.0075,,
1.0000,124,55.2,21.5,0.0070,,
1.0085,125,55.7,21.5,0.0070,,
1.0170,126,57.2,21.5,0.0070,,
1.0245,127,57.9,21.5,0.0070,,
1.0330,128,58.7,21.5,0.0075,,
1.0415,129,59.9,21.5,0.0075,,
1.0500,130,60.5,21.5,0.0070,,
1.0585,131,61.0,21.5,0.0070,,
1.0665,132,61.8,21.5,0.0065,,
1.0745,133,63.0,21.5,0.0075,,
1.0825,134,63.8,21.5,0.0075,,
1.0910,135,65.1,21.5,0.0070,,
1.0995,136,65.6,21.5,0.0070,,
1.1080,137,66.8,21.5,0.0070,,
1.1165,138,67.7,21.5,0.0075,,
1.1240,139,68.8,21.5,0.0070,,
1.1325,140,69.4,21.5,0.0075,,
1.1410,141,70.8,21.5,0.0070,,
1.1495,142,71.9,21.5,0.0070,,
1.1575,143,73.3,21.5,0.0065,,
1.1660,144,74.6,21.5,0.0075,,
1.1735,145,75.7,21.5,0.0070,,
1.1820,146,76.7,21.5,0.0075,,
1.1905,147,78.3,21.5,0.0070,,
1.1990,148,80.0,21.5,0.0070,,
1.2075,149,81.9,21.5,0.0070,,
1.2150,150,83.3,21.5,0.0070,,
1.2235,151,84.7,21.5,0.0075,,
1.2320,152,86.8,21.5,0.0075,,
1.2405,153,88.8,21.5,0.0070,,
1.2485,154,90.5,21.5,0.0065,,
1.2570,155,92.3,21.5,0.0070,,
1.2645,156,94.1,21.5,0.0070,,
1.2730,157,96.6,21.5,0.0075,,
1.2815,158,99.1,21.5,0.0075,,
1.2900,159,101.3,21.5,0.0070,,
1.2985,160,103.4,21.5,0.0070,,
1.3065,161,106.5,21.5,0.0065,,
1.3150,162,108.9,21.5,0.0075,,
1.3225,163,112.6,21.5,0.0070,,
1.3310,164,115.5,21.5,0.0075,,
1.3395,165,119.9,21.5,0.0070,,
1.3480,166,124.0,21.5,0.0070,,
1.3565,167,128.4,21.5,0.0070,,
1.3650,168,132.8,21.5,0.0075,,
1.3725,169,137.2,21.5,0.0070,,
1.3810,170,143.0,21.5,0.0075,,
1.3890,171,148.0,21.5,0.0075,,
1.3975,172,152.5,21.5,0.0070,,
1.4060,173,156.8,21.5,0.0070,,
1.4145,174,160.6,21.5,0.0070,,
1.4220,175,163.7,21.5,0.0070,,
1.4305,176,167.1,21.5,0.0075,,
1.4390,177,170.0,21.5,0.0075,,
1.4475,178,172.5,21.5,0.0070,,
1.4555,179,174.3,21.5,0.0065,,
1.4640,180,176.2,21.5,0.0070,,
1.4725,181,178.2,21.5,0.0075,,
1.4800,182,180.6,21.5,0.0070,,
1.4875,183,182.3,21.5,0.0070,,
1.4950,184,183.6,21.5,0.0060,,
1.5015,185,184.9,21.5,0.0055,,
1.5050,186,186.0,21.5,0.0030,,
1.5055,187,187.1,21.5,0.0005,,
1.5065,188,187.8,21.5,0.0010,,
1.5070,189,187.2,21.5,0.0005,,
1.5085,190,187.4,21.5,0.0010,,
1.5100,191,187.6,21.5,0.0010,,
1.5120,192,187.8,21.5,0.0015,,
1.5150,193,188.1,21.5,0.0025,,
1.5155,194,188.6,21.5,0.0005,,
1.5170,195,189.0,21.5,0.0015,,
1.5170,196,189.4,21.5,0.0000,,
1.5175,196,190.1,21.5,0.0015,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,190.1,21.9,NaN,,
0.0005,1,190.0,21.9,0.0005,,
0.0020,2,189.6,21.9,0.0015,,
0.0050,3,189.8,21.9,0.0025,,
0.0085,4,190.2,21.9,0.0030,,
0.0145,5,190.7,21.9,0.0050,,
0.0230,6,191.7,21.9,0.0070,,
0.0305,7,193.3,21.9,0.0070,,
0.0390,8,194.0,21.9,0.0075,,
0.0470,9,195.4,21.9,0.0075,,
0.0555,10,195.9,21.9,0.0070,,
0.0640,11,196.8,21.9,0.0070,,
0.0725,12,197.9,21.9,0.0075,,
0.0800,13,199.1,21.9,0.0070,,
0.0885,14,200.0,21.9,0.0075,,
0.0970,15,200.6,21.9,0.0075,,
0.1055,16,201.5,21.9,0.0070,,
0.1135,17,202.6,21.9,0.0065,,
0.1220,18,203.0,21.9,0.0070,,
0.1295,19,204.1,21.9,0.0070,,
0.1380,20,204.6,21.9,0.0075,,
0.1465,21,205.3,21.9,0.0075,,
0.1550,22,206.0,21.9,0.0070,,
0.1635,23,206.7,21.9,0.0070,,
0.1720,24,207.5,21.9,0.0070,,
0.1795,25,208.2,21.9,0.0070,,
0.1880,26,208.7,21.9,0.0075,,
0.1960,27,209.4,21.9,0.0075,,
0.2045,28,209.9,21.9,0.0070,,
0.2130,29,210.8,21.9,0.0070,,
0.2215,30,211.6,21.9,0.0070,,
0.2290,31,212.2,21.9,0.0070,,
0.2375,32,212.8,21.9,0.0075,,
0.2460,33,213.6,21.9,0.0075,,
0.2545,34,214.6,21.9,0.0070,,
0.2630,35,215.1,21.9,0.0070,,
0.2710,36,215.5,21.9,0.0075,,
0.2790,37,215.8,21.9,0.0075,,
0.2870,38,216.3,21.9,0.0075,,
0.2955,39,216.4,21.9,0.0070,,
0.3040,40,217.2,21.9,0.0070,,
0.3125,41,217.8,21.9,0.0070,,
0.3210,42,218.3,21.9,0.0075,,
0.3285,43,218.7,21.9,0.0070,,
0.3370,44,219.4,21.9,0.0075,,
0.3455,45,219.6,21.9,0.0070,,
0.3535,46,219.8,21.9,0.0065,,
0.3620,47,219.8,21.9,0.0070,,
0.3705,48,220.3,21.9,0.0070,,
0.3780,49,221.4,21.9,0.0070,,
0.3865,50,221.5,21.9,0.0075,,
0.3950,51,222.1,21.9,0.0075,,
0.4035,52,222.4,21.9,0.0070,,
0.4120,53,222.8,21.9,0.0070,,
0.4200,54,223.5,21.9,0.0065,,
0.4280,55,223.8,21.9,0.0075,,
0.4360,56,223.6,21.9,0.0075,,
0.4445,57,223.8,21.9,0.0075,,
0.4530,58,224.3,21.9,0.0070,,
0.4615,59,224.5,21.9,0.0070,,
0.4700,60,224.9,21.9,0.0070,,
0.4775,61,225.5,21.9,0.0070,,
0.4860,62,225.4,21.9,0.0075,,
0.4945,63,225.6,21.9,0.0075,,
0.5025,64,225.7,21.9,0.0065,,
0.5110,65,226.0,21.9,0.0070,,
0.5195,66,226.3,21.9,0.0070,,
0.5270,67,227.5,21.9,0.0070,,
0.5355,68,227.2,21.9,0.0075,,
0.5440,69,227.5,21.9,0.0075,,
0.5525,70,227.6,21.9,0.0070,,
0.5610,71,228.1,21.9,0.0070,,
0.5690,72,228.4,21.9,0.0065,,
0.5770,73,228.5,21.9,0.0075,,
0.5850,74,228.8,21.9,0.0075,,
0.5935,75,229.2,21.9,0.0075,,
0.6020,76,229.8,21.9,0.0070,,
0.6105,77,230.2,21.9,0.0070,,
0.6190,78,230.3,21.9,0.0070,,
0.6265,79,230.2,21.9,0.0070,,
0.6350,80,230.6,21.9,0.0075,,
0.6435,81,231.2,21.9,0.0075,,
0.6515,82,232.0,21.9,0.0065,,
0.6600,83,232.4,21.9,0.0070,,
0.6685,84,232.6,21.9,0.0070,,
0.6760,85,232.9,21.9,0.0070,,
0.6845,86,233.2,21.9,0.0075,,
0.6930,87,232.9,21.9,0.0070,,
0.7015,88,233.2,21.9,0.0070,,
0.7100,89,233.0,21.9,0.0070,,
0.7185,90,233.2,21.9,0.0070,,
0.7260,91,233.4,21.9,0.0070,,
0.7345,92,234.0,21.9,0.0075,,
0.7425,93,233.9,21.9,0.0075,,
0.7510,94,234.4,21.9,0.0070,,
0.7595,95,234.7,21.9,0.0070,,
0.7680,96,234.8,21.9,0.0070,,
0.7755,97,235.1,21.9,0.0070,,
0.7840,98,235.2,21.9,0.0075,,
0.7925,99,235.3,21.9,0.0075,,
0.8010,100,235.5,21.9,0.0070,,
0.8090,101,236.1,21.9,0.0065,,
0.8175,102,236.8,21.9,0.0070,,
0.8250,103,237.0,21.9,0.0070,,
0.8330,104,237.0,21.9,0.0075,,
0.8415,105,236.8,21.9,0.0075,,
0.8500,106,236.7,21.9,0.0070,,
0.8585,107,237.1,21.9,0.0070,,
0.8670,108,237.7,21.9,0.0070,,
0.8745,109,237.4,21.9,0.0070,,
0.8820,110,237.5,21.9,0.0070,,
0.8870,111,237.6,21.9,0.0045,,
0.8875,112,237.9,21.9,0.0005,,
0.8885,113,238.1,21.9,0.0010,,
0.8900,114,238.0,21.9,0.0010,,
0.8910,115,238.0,21.9,0.0010,,
0.8920,116,238.2,21.9,0.0010,,
0.8935,117,238.8,21.9,0.0015,,
0.8965,118,238.7,21.9,0.0025,,
0.8985,119,238.9,21.9,0.0015,,
0.8995,120,239.2,21.9,0.0010,,
0.9010,121,239.1,21.9,0.0015,,
0.9030,122,239.1,21.9,0.0020,,
0.9045,123,239.1,21.9,0.0015,,
0.9050,124,239.3,21.9,0.0005,,
0.9060,125,239.4,21.9,0.0010,,
0.9070,126,239.5,21.9,0.0010,,
0.9080,127,238.9,21.9,0.0010,,
0.9090,128,239.5,21.9,0.0010,,
0.9095,129,239.5,21.9,0.0005,,
0.9105,130,239.3,21.9,0.0010,,
0.9115,131,239.2,21.9,0.0010,,
0.9120,132,238.6,21.9,0.0005,,
0.9135,133,238.5,21.9,0.0015,,
0.9150,134,238.5,21.9,0.0015,,
0.9170,135,238.4,21.9,0.0020,,
0.9180,136,238.5,21.9,0.0010,,
0.9190,137,238.5,21.9,0.0010,,
0.9195,138,238.5,21.9,0.0005,,
0.9205,139,238.5,21.9,0.0010,,
0.9215,140,238.9,21.9,0.0010,,
0.9225,141,239.3,21.9,0.0010,,
0.9235,142,239.6,21.9,0.0010,,
0.9255,143,239.6,21.9,0.0015,,
0.9265,144,239.5,21.9,0.0010,,
0.9270,145,239.0,21.9,0.0005,,
0.9280,146,239.0,21.9,0.0010,,
0.9290,147,238.8,21.9,0.0010,,
0.9305,148,238.9,21.9,0.0010,,
0.9305,149,239.3,21.9,0.0000,,
0.9315,150,240.0,21.9,0.0010,,
Scope 1/1, Sample 9/9 (215)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-94.5,21.5,NaN,,
0.0005,1,-98.4,21.4,0.0005,,
0.0020,2,-99.1,21.4,0.0015,,
0.0050,3,-99.2,21.4,0.0025,,
0.0090,4,-99.4,21.3,0.0035,,
0.0150,5,-98.8,21.3,0.0050,,
0.0235,6,-98.7,21.3,0.0075,,
0.0310,7,-98.5,21.3,0.0070,,
0.0395,8,-97.9,21.3,0.0075,,
0.0480,9,-97.8,21.3,0.0070,,
0.0565,10,-97.5,21.3,0.0070,,
0.0650,11,-97.3,21.3,0.0070,,
0.0730,12,-96.6,21.3,0.0065,,
0.0805,13,-96.3,21.3,0.0070,,
0.0890,14,-95.6,21.3,0.0075,,
0.0975,15,-94.3,21.3,0.0075,,
0.1060,16,-93.4,21.3,0.0070,,
0.1145,17,-92.7,21.3,0.0070,,
0.1230,18,-92.1,21.3,0.0070,,
0.1305,19,-91.7,21.3,0.0070,,
0.1390,20,-90.7,21.3,0.0075,,
0.1475,21,-89.9,21.3,0.0075,,
0.1555,22,-89.1,21.3,0.0065,,
0.1640,23,-88.4,21.3,0.0070,,
0.1725,24,-87.9,21.3,0.0070,,
0.1800,25,-87.3,21.3,0.0070,,
0.1885,26,-85.9,21.3,0.0075,,
0.1970,27,-84.9,21.3,0.0075,,
0.2055,28,-83.9,21.3,0.0070,,
0.2140,29,-83.2,21.3,0.0070,,
0.2220,30,-82.3,21.3,0.0065,,
0.2300,31,-81.4,21.3,0.0075,,
0.2380,32,-80.1,21.3,0.0075,,
0.2465,33,-79.1,21.3,0.0075,,
0.2550,34,-78.4,21.4,0.0070,,
0.2635,35,-77.4,21.4,0.0070,,
0.2720,36,-76.9,21.4,0.0070,,
0.2795,37,-75.6,21.4,0.0070,,
0.2880,38,-74.5,21.4,0.0075,,
0.2965,39,-73.0,21.4,0.0070,,
0.3050,40,-71.1,21.4,0.0070,,
0.3130,41,-69.5,21.4,0.0065,,
0.3215,42,-68.3,21.4,0.0075,,
0.3290,43,-67.1,21.4,0.0070,,
0.3375,44,-65.7,21.4,0.0075,,
0.3460,45,-64.3,21.4,0.0070,,
0.3545,46,-62.6,21.4,0.0070,,
0.3630,47,-60.6,21.4,0.0070,,
0.3715,48,-58.4,21.4,0.0070,,
0.3790,49,-56.7,21.4,0.0070,,
0.3875,50,-53.9,21.4,0.0075,,
0.3955,51,-51.4,21.4,0.0065,,
0.4040,52,-49.0,21.4,0.0070,,
0.4125,53,-47.2,21.4,0.0070,,
0.4200,54,-44.8,21.4,0.0070,,
0.4285,55,-41.3,21.4,0.0075,,
0.4370,56,-38.5,21.4,0.0075,,
0.4455,57,-35.4,21.4,0.0070,,
0.4540,58,-32.2,21.4,0.0070,,
0.4625,59,-28.6,21.4,0.0070,,
